ID,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Class
5376,43,Private,86750,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,-1
5377,63,Private,361631,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1
5378,46,Private,163229,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-1
5379,59,Private,179594,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,-1
5380,42,Private,254773,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,50,United-States,1
5381,26,Private,58065,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,-1
5382,26,Private,205428,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,-1
5385,61,Private,173924,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Puerto-Rico,1
5386,23,State-gov,142547,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,-1
5387,24,Private,119704,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,-1
5388,35,Private,275364,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,7430,0,40,Germany,1
5389,42,Self-emp-not-inc,207392,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,United-States,-1
5390,31,Private,147215,12th,8,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,-1
5391,31,Private,101562,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,55,United-States,-1
5392,63,Private,216413,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,-1
5393,29,State-gov,188986,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,1590,64,United-States,-1
5394,43,State-gov,52849,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,-1
5395,22,Private,304710,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,10,Vietnam,-1
5396,17,Private,265657,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,-1
5397,23,Self-emp-not-inc,258298,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,2231,40,United-States,1
5398,35,Private,360814,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,-1
5399,32,Private,53260,HS-grad,9,Divorced,Other-service,Unmarried,Other,Female,0,0,28,United-States,-1
5400,50,Self-emp-inc,127315,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
5402,26,Local-gov,197530,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,-1
5403,32,Private,340940,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,-1
5404,29,Private,88432,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,-1
5405,57,Private,183810,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
5406,90,Private,51744,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,1
5407,35,Private,175614,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1
5408,31,Self-emp-not-inc,235237,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,1
5409,60,Private,227266,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States,-1
5410,21,Private,146499,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,1579,40,United-States,-1
5411,71,Local-gov,337064,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,-1
5412,22,Private,141003,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,-1
5413,50,Local-gov,117791,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-1
5414,37,Private,172846,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
5415,23,Private,73514,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam,-1
5416,74,Private,211075,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,-1
5417,67,Private,197816,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1844,70,United-States,-1
5418,59,Private,43221,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,1
5419,28,Private,183780,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,-1
5420,45,Private,26781,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,-1
5421,63,Self-emp-not-inc,271550,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,-1
5422,39,Private,250157,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,63,United-States,-1
5423,33,State-gov,913447,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,-1
5424,32,Private,153078,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,South,-1
5425,34,Private,181091,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,1
5426,39,Private,231491,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,-1
5427,29,State-gov,95423,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,-1
5428,22,Private,234663,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-1
5429,53,Private,283602,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,13550,0,43,United-States,1
5430,46,Private,328669,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,-1
5431,51,Private,143741,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,1
5432,44,Private,83508,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,99,United-States,-1
5433,56,State-gov,81954,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-1
5434,27,Private,261375,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,-1
5435,52,Private,310045,9th,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,30,China,-1
5436,39,Private,316211,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
5437,45,Federal-gov,88564,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
5438,37,Private,61299,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,-1
5439,33,Private,113364,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,-1
5441,46,Private,267107,5th-6th,3,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,Italy,-1
5442,35,Private,48123,12th,8,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,-1
5443,33,Private,214635,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,-1
5444,48,Private,115585,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,-1
5445,32,Private,194141,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,-1
5447,20,Private,89991,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,-1
5448,35,Private,101709,HS-grad,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States,-1
5449,19,Private,237455,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States,-1
5451,56,Private,28729,11th,7,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,-1
5452,28,Private,153475,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,El-Salvador,-1
5453,45,Private,275517,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,-1
5454,32,Private,128002,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,-1
5455,44,Private,175485,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,12,United-States,-1
5456,55,Private,189664,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
5457,34,Private,209808,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
5458,33,Private,176992,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
5459,36,Private,154669,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,55,United-States,-1
5460,25,Private,191271,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,-1
5461,28,Private,375482,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,-1
5462,39,Private,102953,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,55,United-States,1
5463,53,Private,169182,10th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,-1
5464,47,Private,184005,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3325,0,45,United-States,-1
5465,49,Self-emp-inc,30751,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,-1
5466,22,Private,145477,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,-1
5467,31,Private,91964,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,-1
5468,44,Self-emp-inc,49249,Some-college,10,Divorced,Other-service,Unmarried,White,Male,0,0,80,United-States,-1
5469,19,Private,218956,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,-1
5470,37,Self-emp-not-inc,241306,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,-1
5472,23,Private,319842,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,-1
5473,44,Private,332401,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,1
5474,54,Local-gov,182388,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,-1
5475,23,Private,205939,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,-1
5476,21,Private,203914,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,-1
5477,19,State-gov,156294,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,-1
5478,51,Private,254211,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,1
5479,41,Private,151504,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,1
5480,61,Private,85548,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,18,United-States,1
5481,19,Self-emp-not-inc,30800,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,-1
5482,22,Private,131230,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,-1
5483,22,Private,61850,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,-1
5484,49,Private,227800,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,-1
5485,35,Private,133454,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,-1
5486,38,Private,104094,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,-1
5487,29,Private,105422,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
5488,56,Private,142182,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
5489,41,Private,336643,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States,-1
5490,62,Self-emp-inc,200577,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
5491,27,Private,208703,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Japan,-1
5493,25,Private,272428,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,4416,0,42,United-States,-1
5494,33,Private,56701,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,75,United-States,1
5495,26,Private,288592,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-1
5496,43,Private,266439,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,-1
5497,53,Federal-gov,276868,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
5498,43,Private,131435,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,-1
5499,56,Private,175127,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,-1
5500,25,Private,277444,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,-1
5501,60,Private,63296,Masters,14,Divorced,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States,-1
5502,28,Private,96337,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-1
5503,21,Private,221955,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,-1
5504,40,Private,197923,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,2977,0,40,United-States,-1
5505,29,Private,632593,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,-1
5506,20,Private,205970,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United-States,-1
5507,25,Private,139730,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,1
5508,18,Private,201901,11th,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,-1
5509,32,State-gov,230224,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,-1
5510,27,Private,113464,1st-4th,2,Never-married,Other-service,Own-child,Other,Male,0,0,35,Dominican-Republic,-1
5511,48,Private,94461,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,16,United-States,-1
5512,20,Private,271379,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,-1
5513,55,Private,231738,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,England,-1
5514,33,Local-gov,198183,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1
5515,21,State-gov,140764,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,-1
5516,43,Self-emp-not-inc,183479,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,-1
5517,35,Private,165767,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-1
5518,39,Local-gov,139364,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
5519,19,Private,227491,HS-grad,9,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,-1
5520,25,Private,222254,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,-1
5521,44,Private,193494,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,1
5522,27,Private,29261,Assoc-acdm,12,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,-1
5523,39,Private,174368,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
5524,69,Private,108196,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,-1
5525,34,Private,110622,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,-1
5527,37,Private,130277,5th-6th,3,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,-1
5528,43,Local-gov,98130,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,39,United-States,-1
5530,34,State-gov,595000,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,1
5531,31,Self-emp-not-inc,349148,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,-1
5532,42,State-gov,117583,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,60,United-States,1
5533,26,Private,164583,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,-1
5534,39,Private,340091,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,75,United-States,-1
5535,25,Private,49092,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,-1
5536,54,Local-gov,186884,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,United-States,-1
5537,44,State-gov,167265,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
5538,34,State-gov,34104,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,38,United-States,1
5539,21,Self-emp-inc,265116,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,-1
5541,33,Private,158416,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,-1
5542,40,Self-emp-inc,169878,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
5543,44,Private,296728,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
5544,33,Local-gov,342458,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,-1
5545,21,Local-gov,38771,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,-1
5546,35,Self-emp-not-inc,269300,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,60,United-States,-1
5547,43,Private,111483,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,1
5549,51,Local-gov,33863,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,-1
5550,29,Private,132874,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-1
5551,51,Local-gov,277024,HS-grad,9,Separated,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,-1
5552,35,Private,112160,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,-1
5553,18,Private,703067,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,-1
5554,58,Private,127264,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,-1
5555,57,Self-emp-inc,257200,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
5556,19,Private,57206,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,-1
5557,37,Private,201319,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,-1
5558,38,Private,114079,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,-1
5559,45,Private,230979,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-1
5560,27,Private,292472,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,1
5562,38,Local-gov,134444,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,-1
5563,30,Private,172403,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,-1
5564,46,Private,191357,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,-1
5566,60,Private,389254,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
5567,30,Private,303867,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,44,United-States,-1
5568,47,Private,164113,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,United-States,1
5569,39,Private,111499,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,-1
5570,42,Private,266084,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,45,United-States,1
5571,27,Private,61580,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,-1
5572,44,Private,231348,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,-1
5573,33,Private,164748,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-1
5574,54,Private,205337,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1
5575,58,Self-emp-not-inc,54566,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,-1
5576,45,Private,34419,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,-1
5577,59,Private,116442,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,-1
5578,29,Private,290740,Assoc-acdm,12,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,-1
5579,27,Private,255582,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,-1
5580,44,Private,112517,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,1
5581,44,Private,169397,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
5582,33,Private,172664,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,1
5583,27,Private,329005,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,-1
5584,33,Private,123253,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
5585,55,Private,81865,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,-1
5586,32,Self-emp-not-inc,173314,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,60,United-States,-1
5587,31,Private,34572,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,-1
5588,57,Self-emp-inc,159028,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,1
5589,30,Private,149184,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
5591,28,Private,308709,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States,-1
5592,30,Self-emp-not-inc,257295,Some-college,10,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,2258,40,South,-1
5593,29,Private,168479,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
5594,66,Private,142501,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,3,United-States,-1
5595,60,Private,338345,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
5596,31,Private,177675,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,-1
5597,26,Private,262617,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,2597,0,40,United-States,-1
5598,24,Private,200997,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,-1
5599,29,Private,176683,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,1
5600,44,Private,376072,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,1
5601,34,Local-gov,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
5602,59,Private,348430,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,1
5603,23,Private,320451,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,24,United-States,-1
5604,23,Private,38151,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,Philippines,-1
5605,55,Local-gov,123382,Assoc-voc,11,Separated,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,-1
5606,39,Self-emp-inc,151029,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
5607,39,Private,484475,11th,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,-1
5608,57,Private,329792,7th-8th,4,Divorced,Transport-moving,Unmarried,White,Male,0,0,75,United-States,-1
5609,35,Private,148903,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,-1
5610,39,Local-gov,301614,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,1
5611,47,Private,176319,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,1
5612,53,State-gov,53197,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1
5613,23,Private,291407,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States,-1
5614,35,Private,204527,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,1
5615,44,Private,476391,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,-1
5616,28,Private,224964,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,-1
5617,26,Private,306225,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Poland,-1
5618,23,Private,292023,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,-1
5619,32,Private,94041,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Ireland,-1
5620,49,Self-emp-inc,187563,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
5621,36,Private,176101,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,2174,0,60,United-States,-1
5622,36,Private,749105,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,-1
5624,21,Private,216070,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,46,United-States,1
5625,54,Self-emp-not-inc,105010,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
5626,43,Private,198203,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,United-States,-1
5627,35,Local-gov,215419,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,-1
5628,31,Private,120460,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,1
5629,46,Private,199316,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,-1
5630,46,Private,146919,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,-1
5631,56,Private,174744,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,-1
